Código,Descripción,state,year,USD
336,Fabricación de equipo de transporte,Guanajuato,2012,6898332
336,Fabricación de equipo de transporte,Guanajuato,2013,8524969
336,Fabricación de equipo de transporte,Guanajuato,2014,13164286
336,Fabricación de equipo de transporte,Guanajuato,2015,16706404
336,Fabricación de equipo de transporte,Guanajuato,2016,18082932
336,Fabricación de equipo de transporte,Guanajuato,2017,18768089
336,Fabricación de equipo de transporte,Guanajuato,2018,19895014
337,"Fabricación de muebles, colchones y persianas",Guanajuato,2007,11814
337,"Fabricación de muebles, colchones y persianas",Guanajuato,2008,8815
337,"Fabricación de muebles, colchones y persianas",Guanajuato,2009,5980
337,"Fabricación de muebles, colchones y persianas",Guanajuato,2010,5600
337,"Fabricación de muebles, colchones y persianas",Guanajuato,2017,1886
339,Otras industrias manufactureras,Guanajuato,2007,1594
339,Otras industrias manufactureras,Guanajuato,2008,4538
339,Otras industrias manufactureras,Guanajuato,2009,2877
339,Otras industrias manufactureras,Guanajuato,2010,4363
339,Otras industrias manufactureras,Guanajuato,2011,4708
339,Otras industrias manufactureras,Guanajuato,2012,5771
339,Otras industrias manufactureras,Guanajuato,2013,5770
339,Otras industrias manufactureras,Guanajuato,2014,7694
339,Otras industrias manufactureras,Guanajuato,2015,14914
339,Otras industrias manufactureras,Guanajuato,2016,13208
339,Otras industrias manufactureras,Guanajuato,2017,3417
339,Otras industrias manufactureras,Guanajuato,2018,4297
NA,Subsectores no especificados,Guanajuato,2007,346564
NA,Subsectores no especificados,Guanajuato,2008,27992
NA,Subsectores no especificados,Guanajuato,2009,496352
NA,Subsectores no especificados,Guanajuato,2010,514924
NA,Subsectores no especificados,Guanajuato,2011,539889
NA,Subsectores no especificados,Guanajuato,2012,423887
NA,Subsectores no especificados,Guanajuato,2013,585075
NA,Subsectores no especificados,Guanajuato,2014,545583
NA,Subsectores no especificados,Guanajuato,2015,298671
NA,Subsectores no especificados,Guanajuato,2016,468777
NA,Subsectores no especificados,Guanajuato,2017,527385
NA,Subsectores no especificados,Guanajuato,2018,609472
NA,Exportaciones totales,Guerrero,2007,142118
NA,Exportaciones totales,Guerrero,2008,248331
NA,Exportaciones totales,Guerrero,2009,464864
NA,Exportaciones totales,Guerrero,2010,629384
NA,Exportaciones totales,Guerrero,2011,680046
NA,Exportaciones totales,Guerrero,2012,728036
NA,Exportaciones totales,Guerrero,2013,613328
NA,Exportaciones totales,Guerrero,2014,493996
NA,Exportaciones totales,Guerrero,2015,334522
NA,Exportaciones totales,Guerrero,2016,647788
NA,Exportaciones totales,Guerrero,2017,236957
NA,Exportaciones totales,Guerrero,2018,699068
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2008,240893
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2009,459801
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2010,624792
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2011,674675
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2012,723370
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2013,606604
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2014,487876
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2016,645916
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Guerrero,2018,698955
311,Industria alimentaria,Guerrero,2017,0
311,Industria alimentaria,Guerrero,2018,0
312,Industria de las bebidas y el tabaco,Guerrero,2012,0
312,Industria de las bebidas y el tabaco,Guerrero,2013,0
312,Industria de las bebidas y el tabaco,Guerrero,2015,0
312,Industria de las bebidas y el tabaco,Guerrero,2017,0
312,Industria de las bebidas y el tabaco,Guerrero,2018,0
321,Industria de la madera,Guerrero,2015,0
321,Industria de la madera,Guerrero,2016,0
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2007,6348
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2008,5769
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2009,3143
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2010,3433
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2011,3972
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2012,4454
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2013,3349
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2014,2404
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2015,7
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2016,151
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2017,32
327,Fabricación de productos a base de minerales no metálicos,Guerrero,2018,6
339,Otras industrias manufactureras,Guerrero,2009,1917
339,Otras industrias manufactureras,Guerrero,2010,1123
339,Otras industrias manufactureras,Guerrero,2011,1368
339,Otras industrias manufactureras,Guerrero,2015,114
339,Otras industrias manufactureras,Guerrero,2016,29
339,Otras industrias manufactureras,Guerrero,2017,99
339,Otras industrias manufactureras,Guerrero,2018,107
NA,Subsectores no especificados,Guerrero,2007,135770
NA,Subsectores no especificados,Guerrero,2008,1668
NA,Subsectores no especificados,Guerrero,2009,3
NA,Subsectores no especificados,Guerrero,2010,36
NA,Subsectores no especificados,Guerrero,2011,31
NA,Subsectores no especificados,Guerrero,2012,212
NA,Subsectores no especificados,Guerrero,2013,3375
NA,Subsectores no especificados,Guerrero,2014,3716
NA,Subsectores no especificados,Guerrero,2015,334401
NA,Subsectores no especificados,Guerrero,2016,1692
NA,Subsectores no especificados,Guerrero,2017,236827
NA,Exportaciones totales,Hidalgo,2007,1300634
NA,Exportaciones totales,Hidalgo,2008,2044631
NA,Exportaciones totales,Hidalgo,2009,1269506
NA,Exportaciones totales,Hidalgo,2010,1099189
NA,Exportaciones totales,Hidalgo,2011,1539101
NA,Exportaciones totales,Hidalgo,2012,1510003
NA,Exportaciones totales,Hidalgo,2013,1589974
NA,Exportaciones totales,Hidalgo,2014,1721650
NA,Exportaciones totales,Hidalgo,2015,1726505
NA,Exportaciones totales,Hidalgo,2016,1677729
NA,Exportaciones totales,Hidalgo,2017,1788933
NA,Exportaciones totales,Hidalgo,2018,2236624
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Hidalgo,2015,0
212,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Hidalgo,2016,0
311,Industria alimentaria,Hidalgo,2007,21587
311,Industria alimentaria,Hidalgo,2008,20801
311,Industria alimentaria,Hidalgo,2009,16151
311,Industria alimentaria,Hidalgo,2010,18474
311,Industria alimentaria,Hidalgo,2011,18425
311,Industria alimentaria,Hidalgo,2012,17936
311,Industria alimentaria,Hidalgo,2013,18726
311,Industria alimentaria,Hidalgo,2014,17277
311,Industria alimentaria,Hidalgo,2015,17441
311,Industria alimentaria,Hidalgo,2016,21435
311,Industria alimentaria,Hidalgo,2017,35045
311,Industria alimentaria,Hidalgo,2018,36571
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2007,60783
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2008,42789
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2009,44284
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2010,68939
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2011,85427
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2012,86931
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2013,97587
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2014,114534
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2015,112763
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2016,91207
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2017,103739
313,Fabricación de insumos textiles y acabado de textiles,Hidalgo,2018,143430
314,"Fabricación de productos textiles, excepto prendas de vestir",Hidalgo,2009,46
314,"Fabricación de productos textiles, excepto prendas de vestir",Hidalgo,2011,967
314,"Fabricación de productos textiles, excepto prendas de vestir",Hidalgo,2013,1432
315,Fabricación de prendas de vestir,Hidalgo,2007,98345
315,Fabricación de prendas de vestir,Hidalgo,2008,98116
315,Fabricación de prendas de vestir,Hidalgo,2009,77814
315,Fabricación de prendas de vestir,Hidalgo,2010,71079
315,Fabricación de prendas de vestir,Hidalgo,2011,65424
315,Fabricación de prendas de vestir,Hidalgo,2012,69918
315,Fabricación de prendas de vestir,Hidalgo,2013,73750
315,Fabricación de prendas de vestir,Hidalgo,2014,67980
315,Fabricación de prendas de vestir,Hidalgo,2015,63748
315,Fabricación de prendas de vestir,Hidalgo,2016,55182
315,Fabricación de prendas de vestir,Hidalgo,2017,63345
315,Fabricación de prendas de vestir,Hidalgo,2018,61899
322,Industria del papel,Hidalgo,2007,231
322,Industria del papel,Hidalgo,2008,663
322,Industria del papel,Hidalgo,2009,841
322,Industria del papel,Hidalgo,2010,476
322,Industria del papel,Hidalgo,2011,849
322,Industria del papel,Hidalgo,2012,1088
322,Industria del papel,Hidalgo,2013,1090
322,Industria del papel,Hidalgo,2014,1181
322,Industria del papel,Hidalgo,2015,1882
322,Industria del papel,Hidalgo,2016,1289
322,Industria del papel,Hidalgo,2017,202203
322,Industria del papel,Hidalgo,2018,170110
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2008,1126655
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2010,664759
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2011,788368
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2012,624325
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2014,690627
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2017,450747
324,Fabricación de productos derivados del petróleo y del carbón,Hidalgo,2018,575419
325,Industria química,Hidalgo,2007,5980
325,Industria química,Hidalgo,2008,5456
325,Industria química,Hidalgo,2009,6275
325,Industria química,Hidalgo,2010,8988
325,Industria química,Hidalgo,2011,9572
325,Industria química,Hidalgo,2012,12615
325,Industria química,Hidalgo,2013,10817
325,Industria química,Hidalgo,2014,11383
325,Industria química,Hidalgo,2015,13232
325,Industria química,Hidalgo,2016,11676
325,Industria química,Hidalgo,2017,19725
325,Industria química,Hidalgo,2018,19440
326,Industria del plástico y del hule,Hidalgo,2007,39704
326,Industria del plástico y del hule,Hidalgo,2008,53817
326,Industria del plástico y del hule,Hidalgo,2009,42533
326,Industria del plástico y del hule,Hidalgo,2010,37927
326,Industria del plástico y del hule,Hidalgo,2011,47599
326,Industria del plástico y del hule,Hidalgo,2012,48862
326,Industria del plástico y del hule,Hidalgo,2013,51737
326,Industria del plástico y del hule,Hidalgo,2014,50331
326,Industria del plástico y del hule,Hidalgo,2015,39073
326,Industria del plástico y del hule,Hidalgo,2016,44276
326,Industria del plástico y del hule,Hidalgo,2017,41438
326,Industria del plástico y del hule,Hidalgo,2018,41397
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2007,23045
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2008,26749
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2009,15049
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2010,16031
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2011,27747
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2012,26969
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2013,25056
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2014,20756
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2015,25553
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2016,20119
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2017,4351
327,Fabricación de productos a base de minerales no metálicos,Hidalgo,2018,10114
331,Industrias metálicas básicas,Hidalgo,2007,26814
331,Industrias metálicas básicas,Hidalgo,2008,59484
331,Industrias metálicas básicas,Hidalgo,2009,49326
331,Industrias metálicas básicas,Hidalgo,2010,60407
331,Industrias metálicas básicas,Hidalgo,2011,94361
331,Industrias metálicas básicas,Hidalgo,2012,71996
331,Industrias metálicas básicas,Hidalgo,2013,70007
331,Industrias metálicas básicas,Hidalgo,2014,58850
